customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
b2bed119388167a954382cca36c4777f,e079b18794454de9d2be5c12b4392294,27525,resende,RJ
ae76a4650235ab18764708174f1da31e,2b6082a140c439e2df870c85b0aa5e88,2983,sao paulo,SP
458f0c44547ae6e5a5f5fba63eaf25e0,a6f2e4a9ff6fdb7626039136dee62c4b,2846,sao paulo,SP
f17604f3f89e57c7ed3df37759b9c8ff,77a63731fc358f68a5ce26211fc340a8,32145,contagem,MG
14eba40b8ec6185b47c93ddfecc1faac,4d160824ea5977aa52fef32596211a93,27600,valenca,RJ
d13844a2f2ace217a7c08f867d1f3a6c,cfbb7ce77206d860a748fed4a35a5e3a,28950,armacao dos buzios,RJ
dfac69a327ba24dac0d50fb8b12ef48f,c9c2e6e2ec65683e71205e16a5f3aa90,22753,rio de janeiro,RJ
85e2d3f3bb3973b7d10bcd6a3e6e50ce,879f4eb9f58eadb8f2f204919b162935,25959,teresopolis,RJ
5d5577005dbf8ce00f7edb417650f2b6,0228e299d1cabeaf9be64b5ccd784c97,78643,querencia,MT
0353600c1d2362be0bd0aae14133bd1a,8bcf4dc0342b8295df1d7bc9fa4d250d,23012,rio de janeiro,RJ
b0d8ffc1f570fed9489662b5a0378bd9,50353cb3dff3aa5646fabd41e30572da,26165,belford roxo,RJ
40167efd3222760691f4342a061d9bb1,9794264dd1bdfd78006c7cb741b42fea,13070,campinas,SP
79a4c16fed29a84462e7b5c831464cca,e25ecad4f206325588f4b913642377eb,94451,viamao,RS
3885c59916b2b261205c303fe0a10abf,f72d1ee92d55688d07ca88506300715e,22790,rio de janeiro,RJ
b8df33fe835f1614dff9140bba7ec8fe,daf01deafc412b92fd052d5a9e9e6525,40170,salvador,BA
df5c9e02596851fcbfc98804e4108bbd,377bdfb2197d3b83c9e3f9502deabcfb,39680,capelinha,MG
43186abecff556fa7c348f82d51abf06,f2abacc7fc5f774032585b02eb823d9b,5048,sao paulo,SP
f7cadf307a192b65c847a1fe65ca288e,d3e878ca3ccc4e8aff37ac6f807df027,3572,sao paulo,SP
f665e06d0376b22d2ac11e29e369d6b1,ab93b5411d105681f97717263e92d917,50780,recife,PE
82dca5a0d58f3e7847e28a177e70f1e0,af4c1cf7039f636488d13fded958e7fe,78556,sinop,MT
0e203af4ca880dcead36325e5e0c2ac9,8e09c50dea96005f5da717dc83d4ccd5,1204,sao paulo,SP
418a04c8b80afd21264a413c8c9efd18,8709b0d548e315324d624ec70ba34a68,62930,limoeiro do norte,CE
6027e51fabf39978c11517a9b644b457,e3c7c5cd44c74c80879060791558bc5c,29140,cariacica,ES
f75ab93151297d3750ec2c9e9f9bb45d,d92038d76dfe78418e9256a0a078c779,22790,rio de janeiro,RJ
fdcabf61d131aed008b2c4e33db30b70,b325ea795151aaaebeebacbf6ac97289,8674,suzano,SP
18a77aace533d8219827f6a2512ee781,d2a7f73dddad609d766939c9b1235697,7145,guarulhos,SP
16f8771e0120d9557103d473bc8c4833,d4d00a249e8abd766afec7be3bf462a4,74953,aparecida de goiania,GO
4d7554a9ece8963a6e505c6bb9daf108,6633adb088760c36a2e759a0bfa39a10,12912,braganca paulista,SP
6155184ecd98ede912056569515ca6e9,72c4723cc696a1935b38ed1e0c7b5ec5,1033,sao paulo,SP
acd31301924a390d6dcd25fa5a4935a4,cfa9a212b3e5986d1b03abe4c2acff4b,89370,papanduva,SC
f15cb2508f4645327d9368c3402e6907,a37d2247365b2a9cd6be7f9ed8a640eb,25940,guapimirim,RJ
2c8f11d30a852df3dacc6f0ce6ed357c,28ece7b2c1174e87393832aa7f64b475,17580,pompeia,SP
dc14b28f0cd12423fbc1c9b77592cd44,9604ad6bef6a84284184b9f63e9e74b8,5642,sao paulo,SP
fb54e4c6db413239a97873a13c366310,6ae26a85518db1a97bf05b0e85a54f90,39280,buritizeiro,MG
786f59012ae920bf8b535cf145d90a63,9d4e2b9608fc029188a1ad31174aeef3,5264,sao paulo,SP
03239979fa7a96497a4524c1af699b47,bf32a4cdfab5cc31913c0ecea68ec7de,5544,sao paulo,SP
5b2028c3bda0945340b62d46a8d74dc7,0d17faf7d114c7cfc0c9fd4214eee20d,84030,ponta grossa,PR
5df8304243068e4ec4a00352ad8aa688,f1693bd94b1259ae43d065bfbe796ba9,78050,cuiaba,MT
b8cfb3955dc7967625be1f2b0f0db7a3,19985af3c12dfe54be14ba9740aa993c,30850,belo horizonte,MG
de7e52da448543076d3d234adf140a10,e915a4cd5b7f42eebf37f637177ecff9,31170,belo horizonte,MG
dacb079d55ffb1d3955c5d923df3ebb7,12cc890391e57d7123e004856ff1f137,50090,recife,PE
afce25a8c7e74305b67647127e1ca22c,7cdd3f520e6101b32546be2e09b22fe6,4960,sao paulo,SP
6f47bf761ea5cbc060f0ac4b4fce666e,71b1207b964510e050f3677a421ee3ab,85602,francisco beltrao,PR
1de595522022ac1c1c7561673a6d71ef,5485b927581e089c1126811295208cb9,2461,sao paulo,SP
7472d021279cecc1849f2814b31534a6,a3fe56696ad23369826ccb398826550d,8330,sao paulo,SP
cf72101ceed03445f4484b48896b4b35,1e9d50e8cc7efe73697d7f8a5029f806,3376,sao paulo,SP
01f9be48b48de8870e94f9744bd6ed7b,fbb7bc2cb19342a739f67026540ebc53,78068,cuiaba,MT
ce149a268d6f78089c67ba911415d864,46d136678b1c720fb055740e41b6c6bd,60310,fortaleza,CE
2d31f217b1ae10b6d50d1a70d839c20a,0936b59e52d209d5583eeb396f2e38cf,28022,campos dos goytacazes,RJ
4ccadb3017d7e9ee8ba9523f00e6759c,475be2351340859d5701f203d3a2e8b6,60411,fortaleza,CE
