customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
fa85d6a9093fe47d96171fe07423e12d,13c50fe55067ed2a26e2f85810326e50,85790,capitao leonidas marques,PR
1d35081c83698d93ec64ebe2d6cfec9c,df718da6faedf01091e3a94dd8793ac6,72620,brasilia,DF
04db47e1f5a9cfe6cc8b560696c807f1,86ee190a174409391a427eed6f5e2728,2804,sao paulo,SP
2ee4de7ea23d3e955ab725ec479db518,5abaf8290581633718e3ad75f2400643,49290,itabaianinha,SE
2bdade632102b0fed078333e9d3256db,db977788293a64073047f4afca1d4b0e,80020,curitiba,PR
20b482fe0f494bf34e0aeda7e9c33fce,4bb151996e2d125f227785d3e4c3ebc6,22440,rio de janeiro,RJ
496e44431a2a9a6be2eabb10d3ffa24a,5026a05d38ac5cde9dfc41a3269f8b04,3980,sao paulo,SP
f45084d9526b019b846ff5baf75014bb,235779957c2021aca8a67006d358b807,35164,ipatinga,MG
34b3293a194f0738ffb98e945c939ce5,f82dfb7a8984b46de9d27235e1233e4e,22250,rio de janeiro,RJ
af65b5fb2830e00789e56d7b30e86b63,8912a04715640bd8424d068aa9649b56,36400,conselheiro lafaiete,MG
2f7a8b448ada52d632c573deda7664fb,297b0df27a85a8c6c3ba6600a4142d52,7170,guarulhos,SP
23dc6b4a81c5e5897ca541952fb936da,1aa871c2ab8bdb23375c428ad1c3f3aa,4130,sao paulo,SP
323c3cfe7ddc27f3c54331fc41edc09b,aa8663555edf43be51791b3f1fa56d30,6020,osasco,SP
1ea95ad24c86534af3ded05ee2d7aefe,bd8bee2d841f2573c7c4f2d49dfdcaf0,6440,barueri,SP
40e1601f4dd60faaea6b38c69223e617,843064615116e95a3b23fb1759009abd,8246,sao paulo,SP
a7227311e42a1a9952ac23a0b879f32a,af42c6dee774a5c90fdfd11f8803978a,99440,salto do jacui,RS
360d84083dc972ab6f34d90ee8c44dbf,8588ffeed09487d07cfb0442a51d2b0b,11618,sao sebastiao,SP
387dd90ff1ad4a209fbf5caea3d8a526,ce8c93e92352b55f7e08766bc19cc96e,83323,pinhais,PR
82e58e2dcb507ecf93f2e2a38e485a1f,acce12c65412d17f3767b859db9f0b79,2875,sao paulo,SP
