review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
369d4e59eab6f38a28c5033120180bdd,36d5bd2a92fd8d42046d3fd105357dba,5,,,2017-06-22 00:00:00,2017-06-22 23:36:13
3ff8285931cc9b54c9ad22ba78957f63,e6b23db78d4473c921fb9315e04b5c0f,1,,Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.,2017-05-14 00:00:00,2017-05-19 10:38:27
284e9d66ebdec028eab3b817447014ac,f1ebfc223dc0c69af08b4810a6a200ca,5,,"Otima Venda, tudo perfeito.",2017-12-09 00:00:00,2017-12-11 19:42:42
e0dc4bf3a60093ee76994fe44150a25c,ab275e2c1b924e6f63d5edc630a56262,1,,Preciso de uma previsão.,2017-04-22 00:00:00,2017-04-24 10:57:08
73c3dcf098d78d2bdd96f22aff4f15ef,3d2919530aea3496b5773b143910145f,5,muito bom,bom,2018-08-21 00:00:00,2018-08-22 21:52:32
05214b8d4f80cb6fa7701391796f0cbc,6b3badf7183e5f197eaba0dc24fb28f2,5,,,2017-10-28 00:00:00,2017-10-30 22:08:54
49673f9eaf3b9b23234dc2c7301f5b95,e86dc64373eaaf9fc1d9d58bfce38f2f,1,Produto com avaria,"Comprei 2 unidades do produto, veio avariado visto que a embalagem é muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressão que dog colocado em cima dele.",2018-05-18 00:00:00,2018-05-20 19:29:12
d04cdfd4fd61d28b7a7bdf29b87938e6,51119a98965b7d1f2fee96f39ad86695,5,,,2017-05-16 00:00:00,2017-05-19 11:10:44
4a2d0fd83f7a02e7c0baceaad00f6683,54e1a3c2b97fb0809da548a59f64c813,1,,Não recebi o produto não recebi uma justificativa do vendedor. entrei em contato mas até agora não obtive uma resposta.,2017-05-20 00:00:00,2017-05-22 12:05:04
1aa3d8d7d1b099cc3f23485f7c563024,69df1d467702671ed04aaa60c5996701,4,,,2018-03-17 00:00:00,2018-03-21 05:27:32
1b3dcd99edd32044d62f8c75b255012c,ccb8ee5d95fda81582a5b5075517026b,4,,,2018-02-07 00:00:00,2018-02-07 23:11:55
b72f22b49085ebbfa397bb1a11492357,755cf67137ab32121faf4035cc4e97d0,5,,,2017-06-22 00:00:00,2017-06-23 12:21:31
a537d928ca91b21832f6079ad3a1cf59,2276bb734e4633294d205c492f92ee24,5,,,2018-08-07 00:00:00,2018-08-11 01:33:58
2d58efbfd71f955b16c0119b1bd30e93,acd9800634da27c199e4dbb40a24dc0b,3,,,2017-07-12 00:00:00,2017-07-13 01:13:58
85074a7aadde42878b6d85dc590beef9,89b158fc23656141a5e33e93954d025b,5,,"Durante o transporte o correio informou que o produto havia se perdido, mandei um e-mail para a empresa e não me deram resposta, mas, o produto chegou na minha residência depois de alguns dias.",2018-04-19 00:00:00,2018-04-20 13:17:24
e646a8894a8d7ea06b784d84ed0e0649,a7fafbfc43a11e5ba3d934121a63bb43,5,,,2018-07-26 00:00:00,2018-07-28 18:22:29
bdbc93864bdba13f559a752a0ad94b79,80aa84ef8c5e289d84d1735060740d61,4,solicitei devolução,não obtive retorno até o momento,2018-08-16 00:00:00,2018-08-17 12:54:26
b7ec6bb9c582598791861da40ffa63e0,a1ec5525a1aa69f0b16cc94e94b421ad,5,,,2017-09-07 00:00:00,2017-09-09 20:50:00
edab351ec102c8d51280358987316f8c,ad133696906f6a78826daa0911b7daec,5,,,2018-06-23 00:00:00,2018-06-24 00:51:22
37d9edce34334ee50dc6eac0f7680a19,07279e06272270e7cb604d1901a4f374,5,Excelente,Ótimo produto. Entrega antes do previsto.,2018-07-21 00:00:00,2018-07-24 02:26:52
33c95eb62833a4b8cc9e2611c5fbaa07,0641dec5794661d69c598d2535bc0b40,4,,Produto chegou antes do prazo. Recomendo.,2017-07-27 00:00:00,2017-07-28 09:27:46
5f45d733e5e2c5edad5f2ab53bfb3f01,a304822264c42e355a3235fa2395b018,4,,"O produto é bom pelo custo - benefício, só tive que pedir a troca por conta do tamanho que está descrito errado. O correto seria 56x40x26cm (AxLxP) contando com as rodas, só a mala de 20cm de profund.",2017-03-14 00:00:00,2017-03-15 13:12:02
85c313208ca78b15f111304c28407163,0417b4ccdad2da3b88aa378eef45528c,5,,,2018-05-09 00:00:00,2018-05-10 00:08:47
a457f052b662f22472df4e01fd771a9a,2f763c623e85177077b5a4ee2d3cced5,1,,Não entregou o produto e não entrou em contato.,2017-06-10 00:00:00,2017-06-10 23:31:07
5cf7e91091f5389ffe21fd3f4cf48e7d,03cf8d977a18ea1308ec10c0f7de2f4e,5,,,2017-05-03 00:00:00,2017-05-04 11:19:47
eba78287267a07af8a12ccfb2f3449a7,d0ec19bf3a898ff42bbe48cdc06bb7fe,5,,,2018-05-24 00:00:00,2018-05-26 21:18:21
7be2f36d141f2dce51fff1f717b81008,5f0f8a9ceb96ceb90d49907d4c14ac7e,5,,,2018-02-07 00:00:00,2018-02-07 21:07:03
7c577393e39398b521f11fa118c8003a,c78339d47b843efc7ca04533d1848568,5,,"Pena que é de plastico,achei que fosse de ferro.",2018-04-26 00:00:00,2018-04-27 00:05:00
c3b6c327eb657b15bc8df2675593c871,15fb8208682172544e82b96aeb5229fa,5,,,2018-03-30 00:00:00,2018-04-02 12:03:03
0fbaa055b8a8872b71b251521a56519f,30dbde4bdf3bc12594c469bc67159a8d,1,Entrega errada,Comprei o jogo com 3 peças e me mandaram com 2 está errado to tentando entrar em contato com a lannister mais eles não respondem meus e-mail quero que seja feita a troca e não quero vale comprar,2018-07-06 00:00:00,2018-07-09 08:59:21
c4dfebd298b935be873da191c8c914dc,b0b558b3576d4787a37f77a5250ff717,5,,,2017-11-09 00:00:00,2017-11-17 12:13:45
8dabc43285c3a6d7429f9ddf6584df5d,b3f7e36f7ae979c02959004e9d800387,5,,,2017-03-24 00:00:00,2017-03-28 11:18:29
