review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
e64fb393e7b32834bb789ff8bb30750e,658677c97b385a9be170737859d3511b,5,,Recebi bem antes do prazo estipulado.,2017-04-21 00:00:00,2017-04-21 22:02:06
f11d548dc1a7c713bff0b6d2ef0dff7c,0016dfedd97fc2950e388d2971d718c7,5,,,2017-05-23 00:00:00,2017-05-24 20:08:51
294845299f875a2abb84852d4c5be77b,59463b9c36d6a23c7c054114382f6d33,5,,"Adorei! Pequeno, fácil de usar, não arranha apela e limpa a pele.. recomendo",2018-05-18 00:00:00,2018-05-21 11:33:57
5f222f80c589a6d83c18dc844bdb224c,1cc2afbca351a1423aeb95bd67821271,5,,,2018-04-19 00:00:00,2018-04-20 01:44:35
485d8767d19fdfb75652a75ffcc45955,fec1a2a1810b5d8cb301a4ddfebbd306,3,,"Na propaganda está escrito Mixer elétrico e veio um portátil que eu tenho três que quebrou por isso eu queria um elétrico, vocês devem especificar melhor os produtos",2017-10-31 00:00:00,2017-11-01 21:54:14
d6d5cff1c0deb8e040dbb6d13db4aae7,be3522915c149522eb45df8854a71155,5,,,2018-05-25 00:00:00,2018-05-29 20:06:36
6a7eab0599692cb6bafd5782e2f26a01,d5cda33c87a415a696188f2f71799fe0,5,,,2018-07-06 00:00:00,2018-07-07 11:39:54
36d96c9b11e5041b2ac4940328443041,e7bf5b3305b73ad31a0306f433c8dd84,5,,"Comunicação e respeito com o consumidor. É raro,comprar aqui sempre",2017-09-22 00:00:00,2017-09-23 11:17:43
b06f6882b1c0bc82ddf057b58b86fe50,2daee070f2042c8b7a8e9fdde778a31a,5,Muito bom,"Ótimo, excelente produto recomendo a todos",2018-07-12 00:00:00,2018-07-13 10:49:12
2286d28fbb1e4ffd4de21ac50544d1a7,3d0e84aa6695f156f958a00ca2a2745b,5,,Bom demais,2018-02-15 00:00:00,2018-02-16 14:06:20
dd9fc37e4dc5b2538c8fd9769d25ab01,fc8088acbc3136f9baf41c1d43d2599d,5,,"Compensa comprar. Pra quem quer um material de reserva pra usar em treinos, vale bastante.",2017-10-10 00:00:00,2017-10-13 16:16:02
a8baf97c14942a24e09b95380d5af660,a96095e939ac89b2ee0975e7c5300a68,5,,,2018-07-03 00:00:00,2018-07-04 11:51:23
705459ee1e72a2f02a9eff90bb04e426,489d445ae0d85683025845f59deb8a61,4,,,2018-05-09 00:00:00,2018-05-09 15:34:25
