order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
008d9bf350ff02ed444b3452cf3f57e0,2,efec0b0b076ce3f164b80145743ebc02,1da3aeb70d7989d1e6d9b0e887f97c23,2018-06-12T09:11:48.000Z,9.99,15.23
00f1cc7439ccb8671133776d1829faf5,1,2fd91ba79b5f4f8342b67bd79cb54b3f,a673821011d0cec28146ea42f5ab767f,2017-11-30T03:12:39.000Z,34.99,9.34
010b0f6bd323a9effd095a743e660f26,1,0bdb7583b74c0323d413497fab3f2a3c,c9c7905cffc4ef9ff9f113554423e671,2017-07-25T07:32:04.000Z,27.99,8.72
011724d1afbd91844302627f79a66800,1,c1617123e66d2491ca93ceadfd36203e,b2479f944e1b90cf8a5de1bbfde284d6,2018-08-14T18:44:58.000Z,54.99,14.7
0191b6a5a70bcbc6cdd39427f216602e,1,9c98b59719a74f32903537bc5c9262ce,acce39e832338debb07b02385cde5967,2018-08-24T09:55:20.000Z,139.9,27.96
01a49649881d677e0c901ca0f6564382,1,f361fccba568fabe00db466f80626d1e,85d9eb9ddc5d00ca9336a2219c97bb13,2018-06-08T02:55:43.000Z,12.9,7.71
02608b91ec6070ff5fcd4b63dd964232,1,aa280035c50ba62c746480a59045eec4,fa40cc5b934574b62717c68f3d678b6d,2018-03-01T15:31:17.000Z,30.5,7.78
028116828b6e9f2b8070f1c4f66c68f0,1,6e7b435ac3c84fc5348dba974e184322,620c87c171fb2a6dd6e8bb4dec959fc6,2017-11-22T12:50:45.000Z,119.9,18.41
02d9d1d66bff41ffbce36cb7248351f3,1,f83a5f8708629c8efc042168299e8641,1835b56ce799e6a4dc4eddc053f04066,2017-11-03T21:10:14.000Z,107.99,12.26
033dac2c6721b55b4323f622ea5c1500,1,de70c9ebe399d6ff687b4b64fd51aa29,fa1c13f2614d7b5c4749cbc52fecda94,2018-07-03T12:35:14.000Z,259.9,20.73
0343fa2096b6d04743321f9b9f62c1e0,2,bc0d2d816d425e6ce3e80d8b9887d324,b499c00f28f4b7069ff6550af8c1348a,2018-09-03T09:55:13.000Z,49.99,8.49
03679d41c590caa3f9f56dfad35bff0a,1,2b4ad41f87f5ca9daba350c8f886b729,63b464dbf392c7b80d12d932fa7cafed,2017-02-15T15:47:22.000Z,159.0,26.61
03ff7f74352df18b6a9a261d68befe5e,1,3a362c0e7f9a69276e2d95869a3e143b,c70c1b0d8ca86052f45a432a38b73958,2018-04-13T16:10:29.000Z,110.32,7.96
04e16f3c151ad9fb3100eda6ac3a61b7,1,4ede61f4c026ce233e4ba9ff9444ee09,6750d71153f00fc58829af2a8ef1bcf1,2017-04-10T18:15:25.000Z,269.0,17.09
052b83db5c313dc65a07dad376ab69b1,1,cfb763496d9fc48751a27db4fd02aa2d,391fc6631aebcf3004804e51b40bcf1e,2017-06-16T02:45:16.000Z,49.95,15.1
05ebeda0c1aefd787e0ddc914af75039,1,62f423e57a8c157d3877ee5867d7db88,1fe5540d7c1c37a595fefbacd5570d9e,2018-08-20T10:24:42.000Z,179.9,19.39
062bddc5be851fec2b59598cc33498cd,1,b1035b3d307f0aeb6157fdd3e09f8119,0873d9f8f36123f8d910f4760e788cfb,2018-05-11T20:35:27.000Z,1520.88,28.53
068176c8a0550b07cddf7e05c8d55319,2,9328c3a5c42ae7b32d53e419f9b93d66,cca3071e3e9bb7d12640c9fbe2301306,2018-01-22T03:34:49.000Z,45.8,16.11
0721528eb05d8e5bd84d8220c5d4de19,1,43423cdffde7fda63d0414ed38c11a73,b1fc4f64df5a0e8b6913ab38803c57a9,2018-04-11T23:08:53.000Z,87.67,14.4
07357a6641ec997dc95d17a571f9ce5f,1,27a7e832bcfcd69ff687d611c3e79cbd,d57e18d5f73c7ccb7f7339b61166898d,2018-03-30T11:47:40.000Z,37.9,8.88
08af87fbe33eeebc7840433d94718046,2,d902ca64b614964dc31d6b0372e800ac,391fc6631aebcf3004804e51b40bcf1e,2017-04-27T13:10:48.000Z,52.3,12.0
09c8e8de8792915ab68564b4420f246f,1,aadff88486740e0b0ebe2be6c09476ae,da8622b14eb17ae2831f4ac5b9dab84a,2018-08-30T03:25:28.000Z,29.9,18.31
09e74688e8059c85519cce1489af2e5c,1,79cdc73931bb8e30077784ebbd2a16fc,b2ba3715d723d245138f291a6fe42594,2017-04-13T12:15:26.000Z,184.9,13.87
0b9705637e1c3ef0cc684ae4f190964b,1,aede48631330269f65a8d680de491657,dbc22125167c298ef99da25668e1011f,2017-11-08T20:50:27.000Z,82.9,14.31
0c8703831f0dff29ae877f4f9cce845c,1,1dce3fd38c13a3e74fe5000f33858442,72c5da29406b4234927b81855e7b64f6,2018-07-19T04:31:37.000Z,229.99,58.38
0cae2524ce4d7c4658153705a054c722,1,95e35900a686aeaa02fac4e06350ecbb,8d956fec2e4337affcb520f56fd8cbfd,2018-04-19T15:50:45.000Z,40.9,7.39
0ccb884361ec00003176dab0ea647f59,1,a4f46aac5fc5e88c9701aa860c2a957c,0be8ff43f22e456b4e0371b2245e4d01,2017-06-01T11:25:11.000Z,119.9,13.18
0d1b16176c5cba495de3f14a538f5ec1,1,1a758361b1c10b3ffe3d3373332de319,8d956fec2e4337affcb520f56fd8cbfd,2018-02-12T20:56:16.000Z,43.99,7.78
0d529bbb9140716e60d14a05d2cb6f94,1,6cdd53843498f92890544667809f1595,ccc4bbb5f32a6ab2b7066a4130f114e3,2018-03-21T12:09:13.000Z,349.9,22.18
0d56c8e03a50b02483786818f4e5927f,1,36c2fb4fa746273709c373f6d6ec6796,00ee68308b45bc5e2660cd833c3f81cc,2018-06-14T02:54:06.000Z,70.0,14.58
0d7409418627f0c642e73823145c505b,1,985c412b0ac92ed9d8a76bbeab6d44eb,1554a68530182680ad5c8b042c3ab563,2017-09-01T15:25:31.000Z,68.9,19.72
0d77e9b5b271b221b5d181c38276769e,1,c59e6dced23214126ac972a4a4525e87,218d46b86c1881d022bce9c68a7d4b15,2017-11-24T18:26:30.000Z,91.0,13.66
0d799dd97f4ffcecba2864882585f677,1,11250b0d4b709fee92441c5f34122aed,e59aa562b9f8076dd550fcddf0e73491,2018-04-12T13:48:00.000Z,412.0,20.4
0f14db1abb2772e95d78a72c30d69678,4,cc3e0004237b0c02f8fd95f943e1cebf,157c3e4b42f81ac4a44e8b1ca2fe9876,2018-04-19T10:11:04.000Z,6.5,25.48
0f28d51fdd4828907bdc58b57f672e84,1,098c663630a7a81f7d7f42a2ce0b02d7,f9d010e39375d9c91dce3f40b73a2f84,2018-02-22T15:06:43.000Z,119.0,15.58
0f42926c2892dcd8785fd0c27c5876aa,1,0a8b35c2fbc824f7e1015cf330e6cc3c,a17f621c590ea0fab3d5d883e1630ec6,2018-03-01T19:27:16.000Z,53.33,16.13
0f7dc069548c19f11ff030e2433b8c08,1,ba3a1e2c6cc1fb7a27dd74916212e6fb,827f8f69dfa529c561901c4f2e0f332f,2017-09-04T04:44:55.000Z,29.9,15.1
0f881abda9658ce5c28cca333059224a,1,3f7e7c162952dff0662dcc6186d82a57,f783a638e9c6af4a7d0dbfde811e7a81,2018-03-27T17:10:38.000Z,104.0,11.35
0f93c58739ea2f69d93afa96a7a07855,1,df64236f60ba2eb87cfd76fd7cc73198,44073f8b7e41514de3b7815dd0237f4f,2017-11-28T14:34:28.000Z,195.0,23.24
105c228ee2f7c9c2a32d22cd2f8c8e69,1,bd66403f5f11696c897a825d5235697f,fa1c13f2614d7b5c4749cbc52fecda94,2018-04-26T13:31:33.000Z,284.9,9.76
1161944e39519870ff70405caa44acce,1,a448325c57fbf792a2f6ac7d1b730917,5151aea44289d6c6b090ee31c2132508,2017-03-01T13:50:49.000Z,187.9,21.4
1161d4dd2b98a1d29aee9a19b48d7cd8,1,ee406bf28024d97771c4b1e8b7e8e219,7a67c85e85bb2ce8582c35f2203ad736,2018-02-22T14:55:34.000Z,144.99,20.25
1192f8d4606dbcec8d0137839a9c4261,1,bfc0d01be79d9038c7720f983bf954e0,634964b17796e64304cadf1ad3050fb7,2018-03-13T00:31:02.000Z,137.0,18.84
11cfb7ef8394269889a34ee7832fe16c,1,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,2018-08-22T22:35:14.000Z,66.99,27.75
11fd51275a43d1590816139eaca0bf94,1,1f5f0f003ce8595ad88fb215ec1409e6,8d956fec2e4337affcb520f56fd8cbfd,2018-02-22T06:47:01.000Z,97.99,17.94
12127db748d62b92c43f9564d6c7ccde,1,679a3e5e1d2bb68982be5734c6e55e63,8a130737016f838139d31878787a39c9,2018-02-28T20:10:48.000Z,54.4,12.72
12246bc7c8c246d8294f4f6a04efc60e,1,555ac2c0671fd791fae84d6eeec2c1fc,ae8bfdbf1c2a2a2dee92d799db0a31c6,2017-03-14T23:55:39.000Z,49.99,18.63
1349d7f4ec671ded42f2360828965692,6,aeb767ca82c5a6cca8bbac33c4e21579,079d295dcbf06ee8bb1b65ba964eb2b6,2018-07-24T07:55:15.000Z,34.0,19.43
13aa698f0d1ec97c9fa5dfad0639aa59,2,b532349fe46b38fbc7bb3914c1bdae07,1025f0e2d44d7041d6cf58b6550e0bfa,2018-03-28T22:15:52.000Z,35.0,15.18
15da85d19161f01ef880f55143598cdc,2,b1acb7e8152c90c9619897753a75c973,cc419e0650a3c5ba77189a1882b7556a,2017-09-14T14:10:15.000Z,34.99,8.96
163679b19841bb6d73176f4a5a80a0d6,1,b8b426747049f2d3d6e00b486d47dedb,01fdefa7697d26ad920e9e0346d4bd1b,2018-04-25T22:31:27.000Z,99.9,24.69
1661423345a0ae07b17e433cf752e17b,1,665adf6cc6e09e6a770ba182ea6a50f1,406740ee611378a662d274c7d8c43c4a,2018-04-05T03:08:47.000Z,256.0,17.76
16979f290362d23a71acd4371ff49295,1,e336c656869480e20d04ca9389b12167,cca3071e3e9bb7d12640c9fbe2301306,2017-08-03T12:35:18.000Z,59.9,12.76
17aad90f86c9f274f38e50e3cd4632d2,1,92857a2b590adeae8d5992511dc197e9,3c03b12bab54d8b37d79d914bfdb1aa0,2017-12-28T22:55:25.000Z,18.45,18.89
17e6035d2c8a3c133174ada65347a2e4,1,6e8d2a5a16437217f5ad2706ce6550b3,aafe36600ce604f205b86b5084d3d767,2017-05-11T15:15:09.000Z,59.9,16.99
180b5d1aedd4d65830b858c471e44230,1,1dfb36d969d347f56f43590ec42c7b8c,7f152321c60a266edc53af1925ef96c1,2018-03-15T22:20:34.000Z,159.99,20.09
1857f0409d8180beab0cbec5cd97478f,3,aba92acbdc38cb3a656015d4fa601a23,db4350fd57ae30082dec7acbaacc17f9,2017-12-19T15:50:39.000Z,21.9,7.78
18a157fb5a99a76e5819433e7df0b1a3,1,5994a2fdff4b0f9ca4376c4226adb442,33a17d60c64393351ebf1ef860f4e0f2,2018-05-04T14:52:27.000Z,129.97,33.42
195ff45c167e808ee4f7ef32d7d8c984,1,1ac09f60f3c3bc2021c637ef23fa3248,46dc3b2cc0980fb8ec44634e21d2718e,2017-09-28T04:05:17.000Z,94.99,17.11
19cfcf45fc399af9d3e9d1d98638997b,1,78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,2017-12-22T14:16:17.000Z,99.9,21.19
19ed81a2cfda88a47b2d66b801fc22e8,1,a50acd33ba7a8da8e9db65094fa990a4,8581055ce74af1daba164fdbd55a40de,2017-12-04T03:32:31.000Z,117.3,37.96
1a4dc88681af860f27b5e7af0cf35ecd,1,f20a14d45e85b05ef554d10d7283f7da,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-05-02T11:05:17.000Z,49.99,14.52
1ac85a0c0cc899fbf1da0f2c83737fb6,1,068b5d27e848424be23fec630a415021,cca3071e3e9bb7d12640c9fbe2301306,2017-09-11T15:04:55.000Z,72.9,12.85
