order_id,payment_sequential,payment_type,payment_installments,payment_value
23f10f509600c30cf2852f9dbdf28fc3,1,credit_card,1,103.489998
2ccde1e4676c20b9444e2bcbed36334c,1,credit_card,8,134.559998
cf8ace9395d2ee06b4b513df8ba682b3,1,credit_card,1,52.3800011
1c859fbb6e7f238f3f6134628b845f3a,1,boleto,1,26.0900002
531752ff49fa411d865ecde8cce5c7ee,1,credit_card,2,57.7799988
9b92d4432c1758cd4215f3fdb1d623a3,1,credit_card,4,186.360001
1475652ad485c6469bd02393c70fdaa9,1,credit_card,2,81.7300034
bd7a44c3216be67318d6776fa920703d,1,credit_card,2,61.3699989
92af9bafd80bcd2636471ac01bc77f60,1,credit_card,8,204.110001
7c0b9b2385b65bd8c7aa778a843155e9,1,credit_card,2,151.600006
e9a6252140ac4d9e51867934fad095eb,1,credit_card,4,114.040001
dd1dfe88448d5571a97af819c52776b4,1,credit_card,3,68.8899994
bcd7dbf9f460ff7e9553592547797b95,1,credit_card,3,115.449997
35298b52820bdcc64b7bf71ccc28a36c,1,voucher,1,82.6699982
a8a6a00e8c77c47036c858cd31616c06,1,credit_card,1,43.0999985
d0e368ca78daa02e421325f3d1b8541a,1,boleto,1,67.3600006
b8e89b6c4b552e3302842c82c3d3690b,1,credit_card,1,47.4199982
f556a3fc910afcacd3b1df7c7f120ecd,1,credit_card,1,326.529999
eb854e76ca9b5d2e3bbba2a72622fd27,1,credit_card,5,187.160004
d2ee62caaa93703fb0562d3bd6f74dcd,1,credit_card,4,109.160004
8bfcb216f3d8db5340f681b06b710f37,1,credit_card,3,74.6900024
0a4e4a3dd6cacc3db584029b55817aac,1,credit_card,1,114.739998
110bb98db579131adc6f4d8bbd97c673,1,credit_card,1,39.2799988
b68d69564a79dea4776afa33d1d2fcab,1,credit_card,9,262.369995
8507049ba787aece6fadc233efdbb0b3,1,boleto,1,66.0599976
9beff939495db2836896a797a7606ff8,1,credit_card,3,83.4100037
654c6463f421d51939eae082dcc3b15e,1,credit_card,1,53.9000015
9f7cc87ce24aa70b16e4d42b0df25ab5,1,credit_card,5,117.849998
3eaa049d12010ae119bb075092d421d8,1,credit_card,2,72.9899979
f95bc347226e75c87d4c329d25f64970,1,credit_card,7,95.3000031
d7a5df2b74a2d987597e7689cc22b07b,1,credit_card,6,630.919983
a247dd396d56ff49f7b4f4b8f9139f5c,1,credit_card,3,162.389999
acd33d438aaea068c69712df3033e09b,1,credit_card,6,99.8199997
13bddc208e2f4682972c349499746fd2,1,boleto,1,74.3600006
be18b8aecc40c580699c87905e6578dc,1,credit_card,4,47.9500008
1b9de9a0409d983102d4ce529265112a,1,credit_card,5,135.619995
04d49c33fa60bbc46ab8514d0811d0e3,1,credit_card,1,46.5600014
e4a9d5a37203129914a3e9371fd5af07,1,boleto,1,52.0999985
c7c0573cccba9f9162671f96f5f12e60,1,credit_card,10,521.369995
754e0ef304d14ac589b026c5442c12bd,1,credit_card,6,398.329987
7e4b03dd0033e5b679e258243d9df206,1,boleto,1,175.350006
9e8f0fdec8fe8bee4f4c399b4dc46175,1,boleto,1,75.0699997
17e3bdfb40f275e758587eb0df1e7516,1,credit_card,1,32.3899994
0bfda094bb90714ad608c1b0bd16a458,1,credit_card,8,87.1699982
61c4ab6b7773c90ee722155c77ea3738,1,credit_card,4,92.5
b4a4c9808ae2aa7c8811e9666d5f9058,1,credit_card,1,69.0400009
ff38e180176d38e46f43488a0571d6c2,1,boleto,1,178.270004
859f516f2fc3f95772e63c5757ab0d5b,1,credit_card,24,609.559998
47770eb9100c2d0c44946d9cf07ec65d,1,credit_card,3,179.119995
cc62c4c4dc7f0bef11fd8848aebb5da7,1,credit_card,5,175.279999
f05a68aaa0d8f89e758c7134d53fa22a,1,credit_card,8,86.4199982
46184b89fda9079331dc0f7dceb061c6,1,voucher,1,238.860001
3b80f5f8f9c4664e52e228a8ce5752f9,1,credit_card,2,161.660004
2f610bccd0c217425cbb71bc0cdafa32,1,credit_card,1,87.3199997
c2e38eb887763f42dbd2417388e62b7f,1,credit_card,6,64.1100006
3d1a669c8ccacd61bf065e1537d5cad4,1,credit_card,8,206.690002
ae820ecd285ee7d0db7eac6f69049b36,1,credit_card,3,160.869995
0b0d8e5883c78ff45f2f1b7c511151db,1,boleto,1,66.7900009
0abc76160f3b4b423ec1bcece0ade723,1,credit_card,5,55.75
325c1aaf2915ee2e1f5f0b60758f11aa,1,credit_card,10,107.5
42b00bba3a67fd5e1acc3f437d8afaba,1,voucher,1,104.559998
b3a5244e63837c138b11bad69f104bd2,1,boleto,1,177.429993
4cbc42107122bbbbd5abe620ff9b9115,1,boleto,1,40.0699997
69480e1078841dadad7c1daa54407ad6,1,boleto,1,74.9700012
894378426814574808980ee678a0ca73,1,credit_card,10,819.090027
9228682487293a245fb99c6f6b82fa23,1,credit_card,5,136.300003
0c325ea6925de749e1420be0cf43587c,1,credit_card,1,156.639999
c6dc29188afdf102454edab964438d2d,1,credit_card,1,70.3399963
ebc8d4b1397747291b758772e9d87984,1,credit_card,2,108.199997
65f9be44b39d121b9f03120ae4ceef73,1,boleto,1,60.0
3f8ef8494797fd747668dde5870c1a76,1,credit_card,1,34.0
9561fdb9089a36bb1e9c58c334053eda,1,boleto,1,230.899994
e424fb3a9a9c116a762d83cdcc872c58,1,credit_card,10,105.0
4c5c8e4d5eb79a80f344aa59a4d8d04c,1,voucher,1,207.899994
b1d0fc0b53c9fe10e6b7c7f589c0a171,1,credit_card,10,541.080017
f4e67460f5a375001b98b58a4bf9d420,1,credit_card,2,194.380005
582fd4fa596ee1af88f153a5ba0523f2,1,credit_card,6,61.7900009
56a48a43efddc6a4b83370214985d366,1,credit_card,8,149.559998
e37fbd45af4b09e473cb0805b49bdca7,1,credit_card,6,69.0299988
9f7db45b6f8cc96acdf9c10d8a56bf74,1,credit_card,5,104.699997
5c12a7dbc8a84fd45bcd6c752b0f39c7,1,voucher,1,54.0900002
9b75fa68354ea9cd02695d002b82b109,2,voucher,1,30.2199993
a4680fb98fd4f2ef703c815a43e4811f,1,credit_card,2,48.2099991
05eb212cd5b01c76bdb5215a49df19b6,1,credit_card,3,107.220001
ad9281842627509a55b3ec05be4588a2,1,credit_card,2,61.2700005
7d9a71f7ac9e3a44b7a1b07570b605b0,1,credit_card,2,148.0
208d2f562248053cf12d13a00b6777fb,1,credit_card,5,54.9599991
0871bd17337f3c779b6ce501af36a4cd,1,boleto,1,288.059998
00e7ee1b050b8499577073aeb2a297a1,1,credit_card,2,146.869995
4d08708987ff622fdea3796bd99fdad1,1,credit_card,3,35.7700005
c27bfc90d25a350821474bf11c8a00b6,1,credit_card,3,100.059998
24bbec3490c63fb110f13f2c47a5b559,1,boleto,1,38.2700005
f31e4f9ef9c06d4ec8fe2cb66c65e384,1,credit_card,1,146.679993
ab21d46cb0d123ea937d107425f82829,1,credit_card,6,66.0699997
e751df080556bc6d287bfb067be23393,1,boleto,1,67.5
f2eabb23f8f91015f9478076d73ba8f2,1,credit_card,10,183.539993
44af8639fec8bea3c082d435fc3a5a5e,1,credit_card,1,273.450012
24791bba1a08147c3b660bb80d0de8d3,1,boleto,1,32.0999985
a204d9011aaf7ab9a3d11c56023e8eff,1,credit_card,4,194.479996
17b8e90e60f4d19615b77562e40de425,1,credit_card,2,155.070007
e17e4f88e31525f7deef66779844ddce,1,debit_card,1,18.2999992
6a572211b95b6cd2453951ff6aca653b,1,boleto,1,368.820007
5af2c148f1516ec3a6480292f74363f2,1,credit_card,2,154.199997
7950ca264526b850eda5297b489c8e35,1,debit_card,1,55.8800011
0300095becf10f9b2993706759522741,1,credit_card,1,98.9300003
0b48910785067fb42fce896aaaf7ce81,1,credit_card,2,110.199997
03a479456d2571485ebce285eef65f61,1,boleto,1,129.869995
39af2b85fcc6f1bd12289081f36b4a03,1,credit_card,2,84.5199966
bb299ee4fb79d4056dad3e6bc0aa8a46,1,boleto,1,57.9000015
d199e49e9cd642beda8a36b85fd6d51d,1,credit_card,4,102.029999
cd1d0fcb30750e22b9aa142cefdd532c,1,credit_card,2,114.550003
2950635023cad13f31781829ce4d6038,1,boleto,1,99.3399963
57f7bb7d658b442616fce795fcc30146,1,boleto,1,95.5899963
0259ec3c458d0e8c7564647a42408fa6,1,credit_card,5,99.4300003
9c9e682bee9157ebdd3875801b35e626,1,credit_card,4,47.7700005
f4784cc10b71c854627d55e0f3999ed0,1,credit_card,4,326.570007
1db135327d0fc7840c151b4ea5d5a21a,1,boleto,1,362.480011
b538efecd9ba6d45acff500110ce1e45,1,credit_card,3,33.5900002
bef797897a2dddfbb08f9dff9c5ef7b7,2,voucher,1,96.3099976
01c0514b1f2a7375948323b959cc5682,1,credit_card,3,32.6899986
4ee1c064b695ca29aec6dbcc3d7d1b3c,1,boleto,1,69.7300034
d9979ad46266bbd78c21760fd28af8ec,1,boleto,1,647.539978
d640a4c3a88331780424c072148b386d,1,boleto,1,162.020004
ac59aee9b29e8e6d74a382fa868b611b,1,credit_card,8,147.360001
66ef8af8edec04b75469fd942a8ad66e,1,credit_card,1,53.7599983
f98ae4bbfd1a32ea2104c8cf1f64dabf,1,credit_card,1,43.0
0468a84e6df93886189d80fce46bbfee,1,boleto,1,224.779999
36815333081d25c7dcb347185e93d073,1,credit_card,10,1210.62
94e3a1e85a53a8ec73ca2453f310aa5d,1,credit_card,5,137.300003
cc460ac4435835dfdda5526dfe84f01f,1,boleto,1,237.720001
cc7c5328fbf984cfac3d461dfb85de23,1,credit_card,1,51.0
0fcb17f553e4ac7cd19be95d11a1669f,1,credit_card,1,113.860001
549e5c65d1f41cb1c4d307752c3b9eae,1,credit_card,3,57.1899986
c93147c4c4e627feb6483c04a7111bff,1,credit_card,1,121.169998
43960d2cd4437218da00d3b8e83b2819,1,boleto,1,91.3600006
2591661e8952477c49e9efd03a319cfc,1,credit_card,1,37.75
055cfc7366f3dfdbca102536d95381bb,1,credit_card,3,96.4300003
d8efc4afe919de73af09d4319b503f08,1,credit_card,8,206.910004
2545a371c2d78cb0967db6cea045029f,1,boleto,1,78.5199966
843b65458f7033a466c06769dcfd9ff0,1,credit_card,1,63.6399994
d21d7411b251f35ead1b210dc946ca70,5,voucher,1,50.0
ef161f48adcaeede5920308df1c280b6,1,credit_card,4,198.509995
e81032820ec46f233a5cb7e835274872,1,boleto,1,61.8300018
1807cc736321f14baa58ef39cf6e5989,1,credit_card,4,91.6600037
c9f23db8a1cb725df9bdb3383bd72b38,1,credit_card,3,169.339996
f75666bf6c9e09f6b3f4bcd797b57a3c,1,credit_card,4,97.2799988
9e59025992bd64bc26551391ed44a450,1,credit_card,3,67.0100021
4801b9cf238c2c9098bd66a5f092c2da,1,credit_card,4,152.279999
440b07cde0dc78d377c42d29845bcafd,1,credit_card,1,37.7400017
0930df388b21f34fc3f0e3baa9a73016,1,credit_card,1,26.0900002
08bc5baa3da6ce0746413cd9cf227e9e,1,credit_card,2,165.5
f0ffbaf1fe35a4a0565b047824341bc3,1,credit_card,1,86.2399979
d1ea13fc1406243e6f6134582bf1bbc5,1,credit_card,10,1432.92004
7fa917593c3ed7bd80f35dcb6e1aefbb,1,credit_card,1,44.3800011
363fe8f62de97e4334f5c88e3d9e73a8,1,credit_card,1,89.9100037
c4b2b908aab6585b6a3147ac72952242,1,boleto,1,85.8099976
e4e3babab4d0f208cb6963df2458709d,1,credit_card,9,92.5699997
5144dbb4f6ca252c6c13a14f26c3fbe6,1,credit_card,3,95.6399994
202c632ebb14ebfabad48f43c9a9f166,1,credit_card,8,205.309998
14e9f1caf8efa770b1a67ec0adf24737,1,boleto,1,131.759995
c1f89369bd3cbb73632fdaa0ccaea081,1,credit_card,1,19.3899994
11c8a3b7adc8c5c3f5ae4f0257c5e953,1,credit_card,1,53.3300018
88986b613097da641340bc366a2d91d4,2,voucher,1,18.0599995
79dbadc3cd0a6aa1b1fc17d005721668,1,credit_card,5,54.3400002
35648a75454c580b64688dd24dea43da,1,credit_card,2,127.470001
8451a3ca4e5da55d9398b9a7bdd69ebf,1,credit_card,4,59.75
6d17df1418ac08da686036d2a0359f5d,1,boleto,1,85.5999985
a4bc6ee8a0b10b9362660438b786cdaf,1,credit_card,2,97.1100006
a551834624af764f01a27c3677e583e4,1,credit_card,6,62.0099983
ddbf66b94fb46c0d9e1eef69973da063,1,credit_card,4,155.029999
f7a8fae2d2d1ed95f1413db630a42dbe,2,voucher,1,1201.07996
64234b0749a3c2853676c704243ac626,1,credit_card,1,46.2900009
294b367987f073eb316ecef17f1078a0,1,credit_card,1,75.0599976
6e1544fdf72a0f33f9d87bc0a3c6aefe,1,credit_card,3,157.210007
c5b4603b059b6c316075753ec32b269b,1,credit_card,4,427.339996
