order_id,payment_sequential,payment_type,payment_installments,payment_value
60ead11db6b36221fe1424e330883a9a,1,credit_card,1,44.0
02951078a21a2d9341ea16089a4d5031,1,credit_card,12,257.100006
dc282855b102a2d5cffe41332d73c196,1,credit_card,1,71.1399994
64b281751527cf3da5d9eb68c785cedf,1,credit_card,1,125.220001
a476fb0537849039cb122034488f8ee4,1,voucher,1,41.0
ed415dd934c5bb15a4a2fd223bb0a43e,1,credit_card,4,91.1600037
fa3cc6b1b48c7b730f6c4c43e423c5aa,1,credit_card,5,674.919983
b27af682321527a6349f1761eb3f360c,1,credit_card,10,179.130005
a8c17d4b336d73e8162c709bc88b7c18,1,credit_card,4,135.639999
b43a98a6615a9a0319f5ec81a6e5d666,1,credit_card,1,67.5
a0123fbd74e1c68d8f3f46d14a07de6a,1,credit_card,8,301.350006
7cb960e4db19c8f1728b07b97fc8bacd,1,credit_card,3,58.7900009
fe47e32d0b287864d6165d74e35dbb24,1,credit_card,4,216.070007
dc9b66f791e6bc0d3a44e2c513a1d117,1,credit_card,3,214.080002
7d86c611496883136ac017bd88ffa64e,1,credit_card,1,42.8300018
90176c61fcf0cfd97a3e373c0375ec49,1,credit_card,10,177.240005
3ec2bc5de0fe81f5d14adb115df88e36,1,boleto,1,56.7799988
ace92305f332d1f0cee1cf27e79ac5ce,1,credit_card,3,100.529999
8e065a60bb13d2bd598f70ea6a4e7f4c,1,credit_card,7,346.049988
c8e0e4f524c41556bad4eea44f53211c,1,boleto,1,61.4000015
2a2facd836dcb344b5af3736c563b1ac,1,credit_card,5,71.8199997
7844d2f4784ca5e03bf47dd1ac050bc2,1,credit_card,1,68.8399963
17f6b36b21f52d18d86ad4b667495d03,1,credit_card,1,166.289993
337ed97aec5fea9e7e8169cf04876433,1,credit_card,1,40.6899986
c5b4cf4aabaf93ce294452d114ae22a1,1,credit_card,4,84.5899963
7948a599ad3b5be1c5394644d0d4f8a4,1,credit_card,2,329.380005
5727f102c85ddd314cc3158d4e044e94,1,credit_card,3,73.3399963
a37e63f75db3f7601cd0e95a5b63c083,1,credit_card,1,17.6800003
b802f0437c5f5c60cda55e03b0a84902,1,credit_card,3,32.0900002
87c98d8706c75e568d61dc02c6c9305d,1,credit_card,2,92.5699997
46e4569961d0f4ff5a4e8ff82a4396bf,1,credit_card,3,59.7900009
96d3715ccba9f1142b73c862c1c9c322,2,voucher,1,133.240005
47120c8873cf3ca85fec9f20ec00a032,1,credit_card,1,31.75
5ddedb27d1d30cb41cda46d654ff3d96,1,credit_card,4,93.6299973
2dfb87489b5804dbc8293320a24aac0f,1,credit_card,8,133.25
5c0f36da2753c3794d51c7be947e5843,1,boleto,1,110.370003
101cabeec1a36f2968ceaa2690b80807,1,credit_card,1,93.2799988
cdf36cd4632fe33085adec5cf3d6b306,2,voucher,1,6.86000013
3856ea28b2b7b0bfa3123457ca8fb088,1,credit_card,2,64.0899963
1d2c5463089cdcd251914b1c08a4d103,1,credit_card,2,129.529999
7c36932e3667e570c35752d13bbca443,1,boleto,1,379.109985
3be070ae2edd92621c933c5341674b4e,1,credit_card,10,191.070007
cce79f931c657237cdc1dfbbff4ba653,1,credit_card,10,128.479996
357f073c68543005a0065892f53ae4f4,3,voucher,1,66.6600037
457ad46174cf848b645e2ebe12038917,1,credit_card,1,107.279999
7d76251f09d8d802e7df0ff067dc7158,1,credit_card,8,123.050003
ef464b5c221c372f20ffb3510ba0c771,1,credit_card,1,61.0800018
9864e42f543cd23bd3854610732d94b4,1,credit_card,1,148.759995
223f47f5cccb611b2c3058c1bbba5a4b,1,credit_card,1,107.010002
61b0d0e5364491e1c839a21fcfedc08c,1,credit_card,2,42.5800018
81e80c227293d804bda81c21f3defcc0,1,credit_card,3,73.2699966
274a7f7e4f1c17b7434a830e9b8759b1,1,credit_card,1,9.31000042
d49132be94be94057aadb0fdd665943b,2,credit_card,1,500.51001
67d7d2f069a2b83e36ab0304e03132e6,1,debit_card,1,76.0699997
aa2e4895f7a5c83f8eca905a39bde26d,1,credit_card,5,188.339996
bfd664f7724709fb7bfbb33308a64ccd,1,credit_card,7,180.5
64b6860d0ff4339bec73a08ed44a99f2,1,credit_card,1,58.6199989
efd869b2d51d2fdbbe6cedadb9772d87,1,credit_card,4,144.570007
e470d790c06fa65f0a02de3477502952,1,boleto,1,136.309998
f9085be14df218456107ebc51fbe4cfe,1,credit_card,1,179.0
52577f39f9f27644903361597585d367,1,boleto,1,249.029999
